temp,op,popstab_neg_to_neu,popstab_neu_to_neg,defect_influence_arsenic,defect_influence_vacancy,runtime
35.61,0.04,0.123502,0.0209451,5.05073,6.21261,4.13058
265.48,0.08,0.126752,0.0219543,4.99707,5.59194,4.12217
30.59,0.04,0.12611,0.0216843,4.02227,5.59194,4.6617
32.88,0.04,0.122178,0.0211788,5.78554,8.29331,4.34482
30.59,0.08,0.119994,0.0221795,3.84659,5.59194,4.55815
36.34,0.04,0.123502,0.0209451,5.78554,8.29331,4.27328
30.59,0.08,0.124652,0.0214254,4.02227,5.59194,4.51311
18.88,0.04,0.124652,0.0214254,3.91605,7.90937,4.28019
30.59,0.08,0.124652,0.0214254,4.02227,5.59194,4.59103
21.22,0.05,0.108784,0.0224011,5.05073,12.0336,4.3925
265.48,0.08,0.126752,0.0219543,4.99707,5.59194,4.29242
17.29,0.05,0.110704,0.0227539,4.93303,11.8547,4.77074
29.12,0.03,0.122178,0.0211788,6.83693,14.1612,4.40325
34.98,0.04,0.12611,0.0216843,3.91605,7.90937,4.28018
30.59,0.08,0.121391,0.0218691,3.84659,5.59194,4.67472
17.29,0.05,0.110704,0.0227539,4.93303,11.8547,4.58993
29.12,0.05,0.124652,0.0214254,3.16655,12.0336,4.37541
16.65,0.05,0.110704,0.0220667,5.05073,12.0336,4.22588
29.12,0.05,0.119994,0.0221795,3.4346,12.0336,4.37546
30.59,0.01,0.121391,0.0225057,4.02227,5.59194,4.50967
27.76,0.01,0.123278,0.0215755,4.25389,6.21261,4.31384
27.76,0.04,0.124652,0.0214254,4.25389,6.21261,4.45297
265.48,0.08,0.126752,0.0219543,4.99707,5.59194,4.11293
81.59,0.04,0.126752,0.0219543,4.99707,5.59194,4.1906
30.59,0.04,0.124652,0.0214254,4.02227,5.59194,4.5351
17.29,0.04,0.110704,0.0227539,3.91605,7.90937,4.18165
17.29,0.04,0.110704,0.0227539,3.91605,7.90937,4.11123
18.88,0.05,0.124652,0.0214254,4.93303,11.8547,4.64565
29.12,0.05,0.121391,0.0225057,3.4346,11.7795,4.43734
29.12,0.05,0.121391,0.0225057,3.46332,11.7795,4.47982
29.12,0.05,0.121391,0.0225057,3.2285,11.7795,4.41409
15.69,0.04,0.123138,0.0214554,4.25389,6.21261,4.37545
27.76,0.04,0.12611,0.0166431,4.25389,6.21261,4.39414
27.76,0.04,0.12611,0.0216843,4.25389,6.21261,4.38711
17.29,0.04,0.110704,0.0186215,3.91605,7.90937,4.16445
79.7,0.04,0.124652,0.0214254,5.05073,6.21261,4.14739
40.5,0.04,0.119994,0.0221795,5.05073,6.21261,4.26124
27.76,0.04,0.125244,0.0212992,4.25389,6.21261,4.39497
27.76,0.04,0.121391,0.0225057,3.96631,6.19181,4.37201
27.76,0.04,0.12611,0.0216843,4.25389,6.21261,4.48668
27.76,0.04,0.121391,0.0225057,3.96631,6.19181,4.46755
29.12,0.05,0.122178,0.0211788,3.16655,12.0336,4.44316
45.76,0.04,0.123502,0.0209451,5.05073,6.21261,4.25605
27.76,0.04,0.12611,0.0216843,4.25389,6.21261,4.47118
95.79,0.04,0.12611,0.0216843,5.05073,6.21261,4.17109
27.76,0.04,0.121391,0.0225057,3.96631,6.19181,4.45927
29.12,0.05,0.12611,0.0216843,3.4346,11.9825,4.38933
29.12,0.05,0.119994,0.0221795,3.16655,12.0336,4.29973
29.12,0.04,0.121391,0.0225057,3.4346,11.7795,4.43113
15.69,0.04,0.123138,0.0214554,4.33915,6.21261,4.40284
29.12,0.05,0.121391,0.0225057,3.4346,11.7795,4.41372
27.76,0.04,0.125244,0.0212992,4.25389,6.21261,4.47599
27.76,0.04,0.119994,0.0221795,4.25389,6.21261,4.53907
27.76,0.04,0.125244,0.0212992,4.33915,6.21261,4.49986
27.76,0.04,0.119994,0.0221795,4.25389,6.21261,4.45911
29.12,0.05,0.124652,0.0214254,3.8782,12.0336,4.28229
27.76,0.04,0.121391,0.0225057,3.96631,6.19181,4.47758
27.76,0.04,0.121391,0.0225057,3.96631,6.19181,4.57699
16.98,0.04,0.124652,0.0214254,4.29325,6.21261,4.37896
29.12,0.05,0.121391,0.0225057,3.4346,11.7795,4.29697
38.66,0.04,0.123502,0.0209451,5.05073,6.21261,4.14195
29.12,0.05,0.122178,0.0211788,5.05073,12.0336,4.3261
27.76,0.04,0.125244,0.0212992,4.29325,6.21261,4.44383
29.12,0.05,0.12611,0.0216843,3.16655,11.9825,4.23277
30.59,0.08,0.121391,0.0225057,4.02227,5.59194,4.47931
27.76,0.04,0.122178,0.0211788,4.25389,6.21261,4.4183
30.59,0.08,0.124652,0.0214254,4.67156,6.76135,4.54974
35.75,0.01,0.123278,0.0215755,5.78554,8.29331,4.2386
29.12,0.05,0.119994,0.0221795,5.05073,12.0336,4.10045
50.64,0.14,0.105387,0.020444,3.46332,5.76,4.31505
27.76,0.11,0.11153,0.0209495,4.29325,6.01055,4.3809
212.78,0.05,0.11153,0.0209495,5.2935,5.84891,4.28796
52.35,0.14,0.106041,0.0206906,3.46332,5.76,4.23559
242.16,0.09,0.121332,0.0212195,4.2825,5.76,4.24149
26.6,0.15,0.106568,0.0205644,2.95891,5.84891,4.64349
38.39,0.14,0.106568,0.0205644,3.46332,5.76,4.30966
206.05,0.14,0.109169,0.0202103,3.09591,5.76,4.01413
27.76,0.14,0.11153,0.0209495,3.59583,6.01055,4.31308
38.39,0.04,0.106568,0.0205644,5.81097,10.4812,4.2652
207.42,0.08,0.109169,0.0202103,3.8782,6.39103,4.22226
81.35,0.08,0.105387,0.020444,3.91605,6.39103,4.15158
212.28,0.04,0.109169,0.0202103,5.81097,10.4812,4.16801
78.43,0.04,0.105387,0.020444,5.81097,10.4812,4.31209
94.44,0.04,0.11153,0.0209495,5.81097,10.4812,4.30079
242.16,0.09,0.121332,0.0212195,4.2825,5.76,4.19525
80.14,0.04,0.106041,0.0206906,5.81097,10.4812,4.39535
215.23,0.14,0.11153,0.0209495,3.09591,5.76,4.09002
206.05,0.14,0.109169,0.0202103,3.09591,5.76,4.08595
28.41,0.09,0.0991013,0.0212397,3.46332,5.76,4.19319
27.76,0.12,0.106041,0.0206906,4.29325,6.01055,4.37546
47.91,0.04,0.0972759,0.0208407,5.81097,10.4812,4.35147
207.42,0.08,0.109169,0.0202103,3.96631,6.39103,4.26176
26.6,0.15,0.105387,0.020444,3.16655,5.84891,4.78891
198.26,0.1,0.100564,0.017131,3.81531,6.01055,4.29677
41.19,0.15,0.106288,0.02122,4.29325,5.84891,4.40949
41.7,0.05,0.110123,0.0208282,4.67156,6.01055,4.21593
224.18,0.23,0.10948,0.0190887,4.29325,5.81097,4.77886
203.98,0.11,0.103275,0.0181903,3.6963,6.01055,4.19669
242.77,0.18,0.12519,0.0206686,4.29325,5.84891,4.31155
250.53,0.08,0.12519,0.0206686,3.8788,6.01055,4.19885
192.61,0.21,0.100564,0.017131,4.29325,5.84891,4.30509
222.02,0.06,0.10948,0.0190887,7.74393,6.01055,4.2992
27.97,0.05,0.106387,0.0209843,3.42115,6.01055,4.28348
213.36,0.22,0.112928,0.0203985,4.29325,5.84891,4.36066
218.51,0.1,0.112928,0.0203985,3.8782,6.01055,4.30476
21.67,0.15,0.110123,0.0208282,4.29325,5.76439,4.76981
197.71,0.26,0.103275,0.0181903,4.29325,5.84891,4.72463
28.6,0.15,0.0956423,0.0200135,5.59112,6.83693,5.15965
28.6,0.16,0.10366,0.0196594,5.59112,6.83693,5.12387
25.73,0.18,0.101528,0.0198931,4.71378,6.70627,3.9979
25.73,0.16,0.10366,0.0196594,4.67156,6.70627,3.94819
25.73,0.05,0.104644,0.0201397,4.71378,6.70627,4.06945
25.73,0.15,0.0956423,0.0200135,4.61349,6.70627,4.31928
25.73,0.12,0.0448368,0.0232475,4.61349,6.70627,4.18376
27.46,0.3,0.101528,0.0198931,4.25876,6.39103,4.27963
27.46,0.14,0.104644,0.0201397,3.91605,6.39103,4.42696
27.46,0.33,0.112928,0.0203985,4.05763,6.39103,4.16867
27.46,0.2,0.101528,0.0198931,4.25876,6.39103,4.43544
66.85,0.19,0.112928,0.0203985,5.81097,10.4812,4.29504
27.46,0.14,0.104644,0.0201397,4.29325,6.39103,4.35135
25.73,0.16,0.10366,0.0196594,4.67156,6.70627,4.03311
27.46,0.15,0.112928,0.0203985,4.25876,6.39103,4.22859
42.65,0.2,0.10366,0.00868168,5.81097,10.4812,4.34019
25.73,0.12,0.104644,0.0201397,4.67156,6.70627,4.089
27.46,0.22,0.10366,0.0196594,4.05763,6.39103,4.21713
27.46,0.18,0.104644,0.0201397,4.05763,6.39103,4.31378
45.21,0.19,0.104644,0.0201397,5.81097,10.4812,4.32391
27.46,0.11,0.10366,0.0196594,4.05763,6.39103,4.25549
27.46,0.31,0.10366,0.0196594,4.05763,6.39103,4.23706
25.73,0.12,0.104644,0.0201397,4.61349,6.70627,4.02017
37.08,0.19,0.101528,0.0198931,5.81097,10.4812,4.25051
