temp,op,popstab_neg_to_neu,popstab_neu_to_neg,defect_influence_arsenic,defect_influence_vacancy,runtime
93.91,0.08,0.0705596,0.0164122,3.84659,7.72785,4.65173
0.81,0.04,0.0756442,0.0226843,7.41627,12.3965,7.15581
93.91,0.08,0.0705596,0.0164122,4.71378,7.72785,4.28604
39.87,0.02,0.0810933,0.0222852,5.02145,6.19181,4.4709
29.11,0.1,0.0705596,0.0228586,4.93303,12.5795,4.62947
26.6,0.14,0.0735775,0.00562882,4.67156,6.19181,4.91872
72.75,0.1,0.0716069,0.021587,3.78196,6.39103,4.51255
75.75,0.04,0.0684229,0.0212385,4.85726,6.60659,4.53489
25.73,0.08,0.066504,0.00789315,3.91605,6.70627,4.62819
70.5,0.21,0.0735775,0.00644499,6.21261,6.83693,4.83943
27.76,0.14,0.0735775,0.00562882,3.54031,4.4946,4.60661
76.6,0.02,0.0716069,0.021587,3.78196,10.7978,4.6658
81.5,0.01,0.0684229,0.0212385,4.85726,10.7978,4.68613
40.79,0.12,0.0735775,0.00562882,6.21261,6.83693,4.96587
27.76,0.09,0.0648861,0.0221866,2.89992,10.7978,4.69863
24.4,0.11,0.0735775,0.016229,4.67156,13.8385,5.28406
27.76,0.04,0.0923084,0.00572994,3.46332,6.55054,4.67222
29.12,0.15,0.0646678,0.00919011,3.16655,4.74399,4.79451
29.12,0.04,0.0923084,0.00572994,3.2285,6.55054,4.65207
29.12,0.09,0.083686,0.0144065,2.89992,21.4132,5.10076
66.53,0.1,0.0701629,0.00458678,4.85726,6.57302,4.19244
27.76,0.14,0.0646678,0.0100242,3.11962,4.93303,4.56793
27.76,0.09,0.083686,0.0144065,2.6974,21.4132,4.93472
27.76,0.17,0.0646678,0.00919011,3.16655,4.71378,4.85738
29.12,0.13,0.0646678,0.0100242,3.11962,4.93303,5.14726
24.94,0.1,0.0724053,0.0207119,3.6963,6.08711,4.94172
24.94,0.13,0.0724053,0.0185265,3.6963,6.08711,4.84052
104.73,0.17,0.0724053,0.00373723,4.4946,6.08711,4.47031
22.78,0.02,0.0878556,0.0110122,4.59798,9.8352,4.78142
27.76,0.23,0.0724053,0.00373723,4.4946,4.67156,4.61848
24.94,0.15,0.0724053,0.0185265,2.99066,6.19181,4.68745
27.76,0.11,0.0908684,0.00265132,5.05073,4.67156,4.77808
22.78,0.07,0.0878556,0.0110122,4.93303,9.8352,5.42429
29.12,0.13,0.0724053,0.00373723,4.4946,6.19181,4.70079
37.18,0.08,0.0908684,0.00265132,5.05073,6.08711,4.19647
48.18,0.11,0.0724053,0.0114445,2.79556,5.43058,4.28332
29.12,0.1,0.0908684,0.00265132,5.05073,6.19181,3.94317
24.94,0.12,0.0724053,0.0207119,2.55799,6.19181,4.33189
29.12,0.19,0.0771117,0.0132823,4.25876,6.19181,4.50827
27.76,0.19,0.0771117,0.0160759,3.54095,4.00908,4.76541
27.76,0.21,0.0771117,0.0132823,4.25876,4.47765,4.47379
33.95,0.03,0.0924186,0.0085187,4.77642,6.08711,4.74797
25.09,0.01,0.093121,0.024119,5.96128,23.6589,4.43758
2.71,0.12,0.0979658,0.00714204,5.53813,10.5007,5.58882
2.71,0.05,0.0979658,0.00714204,5.53813,10.5007,5.4251
6.81,0.01,0.0979658,0.024081,5.96128,23.6589,4.5347
54.2,0.08,0.083407,0.00585387,6.64414,7.90704,4.15428
44.24,0.01,0.083407,0.0244535,4.77642,23.6589,4.60234
29.12,0.09,0.0924186,0.0085187,3.39817,6.19181,4.88625
27.76,0.09,0.0924186,0.0085187,3.39817,5.84891,4.82853
19.97,0.08,0.0990654,0.00232081,5.22296,6.08711,4.65361
54.2,0.04,0.083407,0.00585387,6.64414,9.62301,4.29314
25.34,0.01,0.0930675,0.0242552,5.96128,23.6589,4.51425
25.64,0.13,0.0771117,0.00748996,4.77642,6.08711,4.70505
119.88,0.04,0.069374,0.0236872,4.33915,6.83693,4.55758
94.07,0.02,0.0729108,0.0242633,7.43705,6.83693,5.24181
29.12,0.1,0.0843607,0.0233147,3.59583,12.5795,5.17169
15.07,0.03,0.100463,0.0206611,7.33631,12.5789,5.70724
17.26,0.14,0.100999,0.0119697,3.59583,5.46694,5.7146
4.09,0.05,0.100999,0.0233064,7.08061,8.27161,4.89253
17.26,0.12,0.100999,0.0119697,4.33915,5.46694,5.49597
4.09,0.07,0.100999,0.0132646,5.43058,8.27161,5.24553
4.09,0.07,0.100999,0.0233064,7.08061,8.27161,5.05442
4.09,0.05,0.100999,0.0132646,5.43058,8.27161,5.5298
27.76,0.08,0.0843607,0.0233147,4.33915,12.5795,5.31496
4.09,0.06,0.100999,0.0132646,7.33631,8.27161,5.46343
4.09,0.06,0.100999,0.0233064,7.33631,8.27161,5.27816
44.28,0.01,0.0843607,0.0233147,7.65115,12.5795,5.05234
15.07,0.01,0.100463,0.0206611,7.36326,12.5789,5.18845
17.26,0.06,0.100999,0.0119697,7.33631,5.46694,4.63958
60.76,0.08,0.0691136,0.024282,4.71378,5.84891,3.91771
43.93,0.02,0.0768593,0.00929465,7.08061,7.65806,5.12712
123.71,0.13,0.0607398,0.000393303,8.01816,5.1416,4.49027
39.67,0.01,0.0789137,0.00965793,7.08061,9.65122,4.89259
80.52,0.18,0.0607398,0.00574695,7.08061,4.85726,4.91706
0.81,0.05,0.0756442,0.0226843,7.41627,12.3965,5.94634
94.18,0.17,0.0607398,0.00919011,7.08061,4.85726,4.90186
27.76,0.07,0.0712095,0.00192043,5.05073,5.20041,4.32853
83.51,0.14,0.0684773,0.011081,6.21261,6.83693,4.9769
42.02,0.07,0.0712095,0.00192043,6.21261,6.83693,4.58878
26.6,0.11,0.0684773,0.0143614,4.67156,7.56392,5.1985
26.6,0.06,0.0712095,0.00192043,5.05073,6.19181,4.6428
26.29,0.18,0.0684773,0.0185265,6.21261,6.83693,5.11098
43.68,0.02,0.0684773,0.0143614,6.21261,7.56392,5.2491
83.5,0.12,0.0684773,0.011081,4.67156,6.19181,4.46006
71.69,0.22,0.0684773,0.0133682,8.832,6.83693,4.77655
83.51,0.12,0.0684773,0.011081,7.08061,5.05528,5.11727
0.33,0.04,0.0684773,0.0236288,8.96277,13.8267,5.60611
26.29,0.11,0.0684773,0.0185265,4.67156,6.19181,4.96993
70.57,0.21,0.0684773,0.0133682,8.832,5.05073,5.03759
26.29,0.16,0.0684773,0.0185265,7.08061,4.85726,5.03531
26.29,0.21,0.0684773,0.0185265,3.54031,4.47765,4.73705
27.76,0.18,0.0684773,0.011081,3.54031,4.64435,4.73248
43.68,0.02,0.0684773,0.0143614,7.08061,7.56392,5.03224
27.76,0.11,0.0684773,0.0143614,3.54031,7.56392,4.99914
26.6,0.06,0.0684773,0.0133682,8.832,6.19181,5.01283
27.76,0.22,0.0684773,0.0133682,8.832,4.29325,5.0916
5.54,0.02,0.107401,0.0216894,4.29325,7.56392,5.22561
42.02,0.07,0.0712095,0.00192043,7.08061,5.20041,5.06937
28.75,0.01,0.070759,0.0224169,6.39103,9.55983,4.81968
5.54,0.02,0.107401,0.0216894,7.08061,7.33631,4.48555
5.54,0.02,0.107401,0.0216894,5.05528,7.33631,4.60158
0.81,0.1,0.0756442,0.0226843,7.41627,12.3965,6.22144
0.81,0.06,0.0756442,0.0226843,7.41627,12.3965,5.54253
29.12,0.1,0.0675875,0.0231897,3.6963,5.22296,4.76857
78.95,0.08,0.0706144,0.0221594,6.21261,6.83693,4.74833
29.12,0.02,0.0675875,0.0231897,3.81531,9.21875,4.70269
2.43,0.02,0.0628221,0.0225258,5.05073,9.44515,6.01
29.65,0.02,0.108191,0.0224622,3.42115,12.0739,4.63573
9.29,0.07,0.108191,0.0224622,3.66249,7.56392,5.53495
27.76,0.07,0.108191,0.0224622,3.46332,12.0739,5.01745
9.29,0.02,0.108191,0.0224622,5.05528,7.56392,5.01737
27.76,0.19,0.0648861,0.0221866,2.89992,4.22454,4.70863
74.96,0.19,0.0648861,0.0221866,3.08023,4.08198,4.38071
27.76,0.02,0.0899875,0.00795761,2.89992,8.49532,4.93103
27.76,0.2,0.0648861,0.0221866,2.89992,4.00908,5.09975
29.65,0.01,0.108191,0.0224622,5.05528,12.0739,4.79282
27.76,0.26,0.0648861,0.00394589,4.29325,4.00908,4.58862
41.09,0.08,0.0855919,0.00155714,6.9333,5.84891,4.43998
